POST_DATE,SERVICE_DATE,PROPERTY_CODE,BOOKINGS_SOURCE,ROOMS,ARRIVALS,POPULATION,CONTRACT_CODE
2021-10-30,2021-12-29,CH,TW,0,0,0,WACCU21
2021-10-30,2021-11-07,PH,TW,2,1,4,WFUNJ21
2021-10-30,2021-11-07,PH,TW,0,0,0,WHIST21
2021-10-30,2021-12-19,CH,BW,1,0,4,ICIL20H
2021-10-30,2021-11-14,CH,GR,4,4,13,GCMK21A
2021-10-30,2022-01-12,DH,TW,0,0,0,WSWST22
2021-10-30,2021-11-22,CH,GR,0,0,0,GCEK21A
2021-10-30,2021-11-11,DH,TD,377,118,1303,*
2021-10-30,2021-11-22,DH,GT,15,2,58,*
2021-10-30,2021-12-27,PH,TW,5,1,14,WEXP21
2021-10-30,2021-11-15,PH,GT,13,5,40,*
2021-10-30,2021-12-26,PH,TW,1,0,5,WMICK21
2021-10-30,2021-12-05,PH,TW,5,4,18,WDVC21
2021-10-30,2022-01-15,CH,TI,67,30,257,*
2021-10-30,2021-11-05,CH,TW,12,1,41,WGETA21
2021-10-30,2021-11-15,CH,TW,12,7,36,WGETA21
2021-10-30,2021-10-31,CH,GR,31,0,97,GCMJ21A
2021-10-30,2021-11-18,CH,GT,13,5,39,*
2021-10-30,2022-01-10,CH,TW,7,1,21,WGETA22
2021-10-30,2021-11-12,DH,BW,6,6,13,IDIK21S
2021-10-30,2021-12-12,DH,BA,5,0,14,HDAL21A
2021-10-30,2022-01-09,PH,BW,1,1,3,IDIA22E
2021-10-30,2021-11-28,CH,BW,0,0,0,ICIK21C
2021-10-30,2021-12-05,CH,BW,2,0,6,ICIL21O
2021-10-30,2021-11-13,CH,GR,14,0,36,GCAK21A
2021-10-30,2021-11-21,DH,TD,488,228,1834,*
2021-10-30,2021-10-31,PH,TW,9,3,28,WEXP21
2021-10-30,2021-11-15,PH,TW,1,0,5,WFUNJ21
2021-10-30,2021-12-05,PH,TW,7,3,23,WGETA21
2021-10-30,2021-12-15,PH,TW,0,0,0,WINSG21
2021-10-30,2021-11-09,PH,TW,0,0,0,WUNVA21
2021-10-30,2021-12-20,PH,TW,9,1,30,WGETA21
2021-10-30,2021-11-15,PH,TW,1,1,2,WSWST21
2021-10-30,2022-01-30,PH,TI,3,2,8,*
2021-10-30,2021-11-11,PH,GT,4,2,11,*
2021-10-30,2021-11-08,CH,TD,329,117,1133,*
2021-10-30,2021-12-04,CH,TW,5,0,19,WINSG21
2021-10-30,2021-12-20,DH,TW,36,8,125,WDVC21
2021-10-30,2022-01-06,CH,TW,3,3,8,WFUNJ22
2021-10-30,2022-01-14,DH,RO,18,3,64,*
2021-10-30,2021-11-19,DH,TW,0,0,0,WFUNJ21
2021-10-30,2021-11-01,DH,TW,11,4,35,WGETA21
2021-10-30,2021-11-01,DH,GR,65,52,134,GDCJ21B
2021-10-30,2021-11-23,DH,TW,6,0,15,WACCU21
2021-10-30,2021-11-02,DH,GR,0,0,0,GDSJ21D
2021-10-30,2021-12-29,PH,TW,2,0,6,WWJET21
2021-10-30,2021-11-03,CH,TW,1,1,5,WABRE21
2021-10-30,2022-01-06,CH,DO,2,2,8,*
2021-10-30,2021-12-03,DH,RO,135,32,408,*
2021-10-30,2021-11-19,DH,TD,316,126,1168,*
2021-10-30,2021-11-30,DH,TW,17,7,45,WEXP21
2021-10-30,2021-12-30,PH,TW,2,1,6,WEXP21
2021-10-30,2021-11-06,PH,TW,15,11,44,WEXP21
2021-10-30,2021-12-05,CH,TW,18,13,45,WEXP21
2021-10-30,2021-11-08,DH,TW,17,6,45,WEXP21
2021-10-30,2022-01-31,CH,CP,2,1,7,*
2021-10-30,2021-11-06,DH,GR,126,4,305,GDCJ21B
2021-10-30,2021-12-02,CH,GR,4,4,15,GCSL21A
2021-10-30,2021-12-13,DH,GR,1,0,1,GDML21A
2021-10-30,2021-11-11,CH,TW,0,0,0,WABRE21
2021-10-30,2021-11-17,DH,TW,12,12,31,WDVC21
2021-10-30,2021-11-06,DH,TD,244,73,816,*
2021-10-30,2021-11-03,PH,TI,66,20,189,*
2021-10-30,2021-11-16,PH,TW,27,10,75,WEXP21
2021-10-30,2021-12-15,PH,TW,22,7,72,WEXP21
2021-10-30,2021-11-25,PH,TI,79,23,271,*
2021-10-30,2021-12-25,PH,TW,6,1,24,WGETA21
2021-10-30,2021-11-04,PH,TW,0,0,0,WHIST21
2021-10-30,2021-11-01,PH,TW,0,0,0,WABRE21
2021-10-30,2022-01-30,DH,RO,6,4,24,*
2021-10-30,2022-01-22,DH,GR,3,1,8,GCKA22A
2021-10-30,2021-12-02,PH,BW,1,0,1,IDIL21D
2021-10-30,2021-11-20,CH,TW,16,9,45,WEXP21
2021-10-30,2021-11-27,PH,BW,2,0,8,IDIJ20U
2021-10-30,2021-11-29,DH,CP,4,1,7,*
2021-10-30,2021-12-18,DH,CP,1,0,2,WDVC21
2021-10-30,2021-11-20,DH,GT,20,6,81,*
2021-10-30,2021-12-04,DH,TI,230,78,702,*
2021-10-30,2021-12-22,DH,GT,5,1,20,*
2021-10-30,2021-11-23,PH,RO,32,11,128,*
2021-10-30,2021-10-31,PH,TI,78,30,227,*
2021-10-30,2022-01-23,PH,TI,9,6,25,*
2021-10-30,2021-11-13,PH,TW,4,0,13,WGETA21
2021-10-30,2022-01-09,DH,TD,104,36,396,*
2021-10-30,2021-11-29,DH,TW,3,2,9,WFUNJ21
2021-10-30,2022-01-22,DH,BW,2,1,4,IDIA22C
2021-10-30,2022-01-26,DH,GR,0,0,0,GDGA22A
2021-10-30,2021-12-11,DH,TW,1,1,4,WACCU21
2021-10-30,2021-12-27,CH,TW,1,0,3,WAEIM21
2021-10-30,2021-11-24,CH,TW,12,8,33,WEXP21
2021-10-30,2021-11-14,PH,BW,0,0,0,IDIK21U
2021-10-30,2021-12-02,CH,CP,2,1,8,*
2021-10-30,2021-11-14,CH,GR,0,0,0,GCAK21A
2021-10-30,2021-11-04,CH,GR,13,12,21,GCDK21A
2021-10-30,2021-11-01,PH,CP,0,0,0,*
2021-10-30,2022-01-27,DH,GT,8,2,29,*
2021-10-30,2021-11-14,DH,GT,10,3,28,*
2021-10-30,2021-12-10,PH,RO,37,18,124,*
2021-10-30,2021-11-12,PH,TW,9,2,27,WEXP21
2021-10-30,2021-12-06,PH,TW,7,3,18,WEXP21
2021-10-30,2021-12-25,PH,TW,0,0,0,WACCU21
2021-10-30,2021-12-29,PH,TI,52,15,174,*
2021-10-30,2021-11-13,PH,TW,1,0,4,WINSG21
2021-10-30,2021-11-23,PH,TW,1,0,4,WINSG21
2021-10-30,2022-01-02,PH,TW,2,0,4,WFUNJ22
2021-10-30,2021-11-03,PH,TW,0,0,0,WABRE21
2021-10-30,2021-12-16,PH,GT,2,1,3,*
2021-10-30,2021-11-04,DH,TW,9,2,25,WGETA21
2021-10-30,2022-01-16,DH,TW,1,1,3,WUNVA22
2021-10-30,2021-11-27,DH,CP,0,0,0,*
2021-10-30,2021-12-07,DH,BW,0,0,0,ICIL21J
2021-10-30,2021-12-06,DH,BW,0,0,0,ICIL21O
2021-10-30,2022-01-27,DH,GR,0,0,0,GCKA22A
2021-10-30,2021-12-21,PH,BW,2,0,7,ICIL21K
2021-10-30,2021-12-12,CH,TW,25,12,66,WDVC21
2021-10-30,2021-12-29,CH,TW,18,5,63,WDVC21
2021-10-30,2021-12-01,CH,TW,8,5,31,WINSG21
2021-10-30,2022-01-12,CH,TD,152,30,609,*
2021-10-30,2022-01-16,CH,TD,122,22,474,*
2021-10-30,2021-11-15,CH,TW,19,12,51,WEXP21
2021-10-30,2021-11-24,PH,BW,1,1,3,IDIJ20U
2021-10-30,2021-11-05,CH,TW,1,0,2,WSWST21
2021-10-30,2021-11-11,CH,GR,18,0,50,GCJJ21A
2021-10-30,2021-11-04,CH,BW,1,1,2,IDIK21D
2021-10-30,2022-01-27,DH,TW,1,0,3,WABRE22
2021-10-30,2021-11-24,DH,TI,182,96,663,*
2021-10-30,2021-11-16,DH,TD,331,64,1067,*
2021-10-30,2021-11-24,DH,RO,88,50,282,*
2021-10-30,2021-11-20,DH,TW,29,18,84,WEXP21
2021-10-30,2021-12-08,PH,CP,3,1,4,*
2021-10-30,2022-01-15,PH,GT,5,0,14,*
2021-10-30,2022-01-24,PH,RO,5,1,9,*
2021-10-30,2021-12-09,PH,TW,14,9,41,WEXP21
2021-10-30,2021-12-20,DH,TD,513,132,1947,*
2021-10-30,2021-12-22,PH,TW,9,2,30,WGETA21
2021-10-30,2022-01-09,PH,TW,0,0,0,WABRE22
2021-10-30,2021-11-23,DH,TW,14,5,51,WGETA21
2021-10-30,2021-12-31,DH,TW,0,0,0,WFUNJ21
2021-10-30,2021-11-07,DH,GR,8,0,28,GDCJ21B
2021-10-30,2022-01-25,DH,GR,2,0,5,GCKA22A
2021-10-30,2022-01-02,DH,TW,0,0,0,WACTN21
2021-10-30,2021-11-19,CH,TD,361,136,1176,*
2021-10-30,2021-12-16,CH,TW,2,0,9,WACCU21
2021-10-30,2021-11-28,CH,DO,0,0,0,*
2021-10-30,2021-12-27,CH,DO,1,1,3,*
2021-10-30,2021-12-27,CH,TW,1,0,4,WACCU21
2021-10-30,2021-11-11,CH,TW,0,0,0,WWJET21
2021-10-30,2021-12-24,DH,TW,29,9,92,WDVC21
2021-10-30,2021-11-12,CH,DO,0,0,0,*
2021-10-30,2021-11-21,CH,GR,0,0,0,GCEK21A
2021-10-30,2022-01-09,DH,GT,5,0,17,*
2021-10-30,2021-11-17,PH,TI,101,39,299,*
2021-10-30,2021-12-06,PH,GT,0,0,0,*
2021-10-30,2021-11-28,PH,TW,1,1,4,WFUNJ21
2021-10-30,2021-11-09,PH,TW,3,0,7,WGETA21
2021-10-30,2021-11-26,PH,TW,1,0,4,WFUNJ21
2021-10-30,2021-12-18,PH,TW,5,0,15,WGETA21
2021-10-30,2021-12-13,PH,TW,21,4,61,WDVC21
2021-10-30,2021-11-07,DH,GR,33,21,90,GDCK21B
2021-10-30,2021-12-30,PH,TW,3,3,11,WDVC21
2021-10-30,2022-01-06,CH,RO,69,20,245,*
2021-10-30,2022-01-16,CH,TW,1,0,3,WGETA22
2021-10-30,2022-01-12,CH,GT,6,0,24,*
2021-10-30,2021-12-06,CH,CP,6,3,21,*
2021-10-30,2021-12-05,CH,CP,4,3,17,*
2021-10-30,2021-12-24,CH,TW,1,0,3,WABRE21
2021-10-30,2021-12-03,CH,TW,0,0,0,WACTN21
2021-10-30,2021-11-09,CH,TW,27,14,68,WEXP21
2021-10-30,2021-11-20,DH,TW,2,2,6,WFUNJ21
2021-10-30,2021-11-17,DH,GR,47,2,79,GDCK21A
2021-10-30,2021-12-07,DH,GT,19,6,59,*
2021-10-30,2021-12-24,DH,GT,9,7,33,*
2021-10-30,2022-01-11,DH,TI,44,11,134,*
2021-10-30,2021-12-27,PH,TW,1,0,4,WFUNJ21
2021-10-30,2022-01-11,PH,TI,18,8,45,*
2021-10-30,2021-11-21,PH,TW,1,0,4,WSWST21
2021-10-30,2022-01-19,PH,TW,1,0,3,WINSG22
2021-10-30,2022-01-06,PH,RO,4,0,9,*
2021-10-30,2022-01-08,DH,TW,0,0,0,WINSG22
2021-10-30,2022-01-02,DH,CP,1,0,1,*
2021-10-30,2021-12-16,DH,TW,0,0,0,WABRE21
2021-10-30,2021-11-05,CH,TW,41,14,116,WDVC21
2021-10-30,2022-01-03,CH,TW,8,5,24,WGETA22
2021-10-30,2021-12-08,CH,TW,2,0,7,WFUNJ21
2021-10-30,2022-01-29,CH,GT,5,0,15,*
2021-10-30,2021-12-25,DH,TW,28,5,90,WDVC21
2021-10-30,2021-12-19,PH,BW,1,1,4,ICIL21K
2021-10-30,2022-01-12,PH,BW,1,0,3,IDIA22E
2021-10-30,2021-11-30,CH,GR,58,57,102,GCTK21C
2021-10-30,2022-01-13,CH,DO,1,1,4,*
2021-10-30,2021-11-14,DH,TW,1,0,2,WACCU21
2021-10-30,2021-12-13,DH,GT,23,5,76,*
2021-10-30,2021-12-28,PH,TD,380,71,1380,*
2021-10-30,2022-01-01,PH,TW,0,0,0,WINSG21
2021-10-30,2021-12-01,PH,RO,23,10,70,*
2021-10-30,2022-01-07,DH,BW,7,6,13,IDIA22H
2021-10-30,2022-01-02,DH,TW,3,0,13,WGETA21
2021-10-30,2021-11-10,PH,TW,0,0,0,WAEIM21
2021-10-30,2021-11-14,CH,RO,78,43,255,*
2021-10-30,2021-12-21,CH,RO,78,8,267,*
2021-10-30,2021-12-16,CH,RO,65,17,237,*
2021-10-30,2021-12-06,CH,TD,508,192,1581,*
2021-10-30,2022-01-02,CH,TW,1,0,4,WFUN21
2021-10-30,2021-12-11,CH,CP,13,5,46,*
2021-10-30,2021-11-01,PH,BW,0,0,0,ICIJ21M
2021-10-30,2022-01-27,CH,GR,64,2,121,GDAA22A
2021-10-30,2021-12-09,DH,TW,2,0,6,WSWST21
2021-10-30,2021-11-11,CH,GR,0,0,0,NCFK21A
2021-10-30,2022-01-20,DH,TW,1,0,3,WSWST22
2021-10-30,2021-11-12,DH,TW,1,1,2,WACCU21
2021-10-30,2022-01-03,DH,TI,75,38,306,*
2021-10-30,2022-01-16,PH,GT,4,0,12,*
2021-10-30,2021-11-28,PH,RO,15,10,51,*
2021-10-30,2021-11-23,PH,TI,93,27,341,*
2021-10-30,2021-12-06,PH,TW,8,4,25,WGETA21
2021-10-30,2021-11-06,PH,TW,0,0,0,WHIST21
2021-10-30,2022-01-12,PH,GT,1,0,2,*
2021-10-30,2021-11-24,DH,TW,5,5,15,WFUNJ21
2021-10-30,2021-12-05,DH,TW,16,6,57,WGETA21
2021-10-30,2021-12-13,DH,TW,10,3,30,WGETA21
2021-10-30,2021-12-29,DH,TW,2,1,7,WINSG21
2021-10-30,2021-12-14,DH,GR,1,0,1,GDML21A
2021-10-30,2022-01-20,DH,TW,1,0,4,WACCU22
2021-10-30,2021-11-08,DH,TW,2,0,6,WACCU21
2021-10-30,2021-12-15,DH,TW,1,0,2,WABRE21
2021-10-30,2021-12-17,DH,DO,1,1,1,*
2021-10-30,2021-12-23,DH,TW,0,0,0,WUNVA21
2021-10-30,2022-01-30,DH,TW,0,0,0,WGETA22
2021-10-30,2021-10-31,PH,WI,2,1,6,*
2021-10-30,2021-12-08,CH,RO,95,32,303,*
2021-10-30,2022-01-11,CH,GT,6,0,24,*
2021-10-30,2021-11-30,CH,TW,1,0,3,WABRE21
2021-10-30,2021-12-17,CH,DO,4,4,16,*
2021-10-30,2022-01-27,CH,TW,1,0,3,WABRE22
2021-10-30,2021-11-07,CH,BW,1,0,2,ICIK21G
2021-10-30,2021-12-10,CH,BW,4,0,14,IDIL21N
2021-10-30,2021-12-04,CH,BW,2,0,4,ICIL21J
2021-10-30,2021-11-25,DH,TI,195,48,697,*
2021-10-30,2022-01-23,DH,TI,31,14,131,*
2021-10-30,2021-11-05,DH,TW,15,7,47,WEXP21
2021-10-30,2021-11-06,DH,TW,18,10,56,WEXP21
2021-10-30,2021-12-22,DH,RO,38,10,136,*
2021-10-30,2021-11-19,PH,RO,33,16,110,*
2021-10-30,2022-01-07,PH,GT,6,2,15,*
2021-10-30,2022-01-20,PH,GT,0,0,0,*
2021-10-30,2021-12-03,PH,TW,6,1,16,WINSG21
2021-10-30,2022-01-01,PH,TW,3,3,8,WGETA22
2021-10-30,2022-01-04,PH,TW,3,0,10,WGETA22
2021-10-30,2022-01-22,DH,GR,17,0,51,GDGA22A
2021-10-30,2022-01-25,DH,RO,12,5,45,*
2021-10-30,2022-01-08,DH,TW,6,0,21,WGETA22
2021-10-30,2021-11-30,PH,GT,8,0,18,*
2021-10-30,2021-11-01,CH,TW,3,0,12,WDDMX21
2021-10-30,2021-12-21,CH,GT,3,0,11,*
2021-10-30,2021-11-08,CH,TW,21,10,47,WEXP21
2021-10-30,2021-12-01,CH,GR,60,2,107,GCTK21C
2021-10-30,2021-12-12,DH,TD,287,129,1046,*
2021-10-30,2021-11-26,PH,TI,67,18,229,*
2021-10-30,2021-11-21,PH,TW,2,0,8,WFUNJ21
2021-10-30,2021-11-05,PH,TD,177,69,535,*
2021-10-30,2021-12-03,PH,TW,0,0,0,WACTN21
2021-10-30,2022-01-07,DH,TW,1,1,4,WABRE22
2021-10-30,2021-11-18,DH,CP,5,2,12,*
2021-10-30,2021-11-28,CH,RO,90,72,344,*
2021-10-30,2021-11-25,CH,TW,15,1,64,WGETA21
2021-10-30,2021-12-26,CH,DO,3,3,13,*
2021-10-30,2021-12-21,DH,TW,31,9,99,WDVC21
2021-10-30,2021-12-07,DH,CP,7,0,28,*
2021-10-30,2021-11-27,CH,BW,0,0,0,ICIK21C
2021-10-30,2021-12-06,CH,BW,2,1,4,ICIL21G
2021-10-30,2021-12-22,CH,GR,0,0,0,GCML21A
2021-10-30,2021-12-11,DH,GT,19,9,71,*
2021-10-30,2022-01-10,DH,TI,40,11,123,*
2021-10-30,2021-12-02,PH,TI,96,36,277,*
2021-10-30,2021-11-18,PH,TW,21,7,62,WEXP21
2021-10-30,2022-01-03,PH,TI,26,9,80,*
2021-10-30,2021-11-07,PH,TW,3,3,7,WGETA21
2021-10-30,2021-12-22,PH,TW,0,0,0,WFUNJ21
2021-10-30,2021-12-30,PH,TW,0,0,0,WFUNJ21
2021-10-30,2021-12-24,PH,TW,6,1,23,WGETA21
2021-10-30,2021-11-14,DH,BW,4,1,7,IDIK21W
2021-10-30,2021-12-20,DH,TW,28,14,97,WGETA21
2021-10-30,2022-01-24,DH,GR,2,1,5,GCKA22A
2021-10-30,2021-12-30,DH,TW,1,1,4,WACTN21
2021-10-30,2021-12-31,DH,TW,1,0,4,WACTN21
2021-10-30,2021-12-14,CH,TD,391,79,1293,*
2021-10-30,2021-12-28,CH,TW,1,0,3,WAEIM21
2021-10-30,2021-12-02,CH,GT,14,5,53,*
2021-10-30,2022-01-01,CH,TW,4,4,9,WJALP21
2021-10-30,2022-01-05,PH,BW,2,0,8,IDII213
2021-10-30,2021-11-03,PH,TW,1,1,2,WFUNJ21
2021-10-30,2021-12-11,DH,TW,1,0,2,WSWST21
2021-10-30,2021-12-18,CH,BW,3,3,9,ICIL20H
2021-10-30,2021-12-24,DH,RO,56,20,216,*
2021-10-30,2021-12-02,PH,TW,8,3,17,WEXP21
2021-10-30,2021-11-12,DH,TW,1,1,1,WINSG21
2021-10-30,2021-11-16,DH,TW,8,0,31,WFUNJ21
2021-10-30,2022-01-25,DH,GR,72,66,96,GDAA22A
2021-10-30,2021-11-06,DH,GR,2,0,2,DDHK21A
2021-10-30,2022-01-04,DH,TW,1,0,4,WGETA21
2021-10-30,2021-12-21,DH,TW,0,0,0,WUNVA21
2021-10-30,2021-12-21,PH,BW,1,1,1,IDIL21F
2021-10-30,2021-11-01,PH,WI,0,0,0,*
2021-10-30,2021-12-29,CH,TI,112,27,405,*
2021-10-30,2021-12-30,CH,TD,485,114,1797,*
2021-10-30,2022-01-23,CH,RO,10,8,48,*
2021-10-30,2021-11-03,CH,TW,0,0,0,WDDMX21
2021-10-30,2021-12-23,CH,TW,0,0,0,WACCU21
2021-10-30,2021-11-08,PH,BW,3,0,6,IDIK21Y
2021-10-30,2021-11-26,PH,BW,1,1,4,ICIA22A
2021-10-30,2021-12-19,CH,TW,2,0,7,WFUNJ21
2021-10-30,2021-11-24,DH,TW,0,0,0,WUNVA21
2021-10-30,2021-11-18,CH,GR,0,0,0,GCCK21B
2021-10-30,2021-11-04,DH,TD,236,78,814,*
2021-10-30,2021-12-22,PH,TI,41,18,140,*
2021-10-30,2021-12-23,PH,TI,41,25,139,*
2021-10-30,2021-11-12,PH,TD,289,62,949,*
2021-10-30,2021-12-15,DH,TW,11,5,29,WEXP21
2021-10-30,2022-01-21,DH,TW,1,0,3,WGETA22
2021-10-30,2021-11-08,PH,RO,10,4,26,*
2021-10-30,2021-11-01,CH,TW,45,19,128,WDVC21
2021-10-30,2021-11-01,CH,GT,17,6,53,*
2021-10-30,2021-11-22,CH,TI,171,64,653,*
2021-10-30,2022-01-26,CH,TW,3,0,12,WGETA22
2021-10-30,2022-01-20,CH,GT,5,0,15,*
2021-10-30,2021-11-10,CH,CP,2,0,5,*
2021-10-30,2022-01-23,CH,CP,1,0,1,*
2021-10-30,2022-01-07,CH,TW,4,0,14,WACCU22
2021-10-30,2022-01-29,DH,BA,2,2,6,HDKA22B
2021-10-30,2022-01-13,DH,CP,2,2,8,*
2021-10-30,2021-11-14,CH,DO,1,1,1,*
2021-10-30,2021-12-21,CH,TW,2,0,7,WFUNJ21
2021-10-30,2021-11-30,DH,CP,5,1,9,*
2021-10-30,2022-01-07,CH,DO,2,0,8,*
2021-10-30,2021-12-11,CH,GR,2,0,6,NDIL21A
2021-10-30,2021-12-22,PH,TW,9,0,27,WEXP21
2021-10-30,2021-12-02,PH,TW,0,0,0,WFUNJ21
2021-10-30,2022-01-06,DH,RO,32,5,140,*
2021-10-30,2021-12-21,DH,TW,1,0,3,WFUNJ21
2021-10-30,2021-12-27,DH,BW,3,1,4,ICIL21H
2021-10-30,2021-12-12,DH,TW,1,0,4,WACCU21
2021-10-30,2021-12-09,DH,GR,15,15,36,NDIL21A
2021-10-30,2021-11-10,PH,TW,14,3,40,WDVC21
2021-10-30,2021-12-24,CH,RO,34,16,121,*
2021-10-30,2022-01-27,CH,GT,5,0,17,*
2021-10-30,2021-12-25,CH,TW,1,0,3,WABRE21
2021-10-30,2021-12-03,DH,TW,4,2,13,WDVC21
2021-10-30,2021-12-22,DH,TW,26,10,79,WDVC21
2021-10-30,2021-11-03,CH,TW,22,8,59,WEXP21
2021-10-30,2021-11-25,CH,CP,0,0,0,*
2021-10-30,2021-12-02,DH,TW,6,1,20,WDVC21
2021-10-30,2021-12-06,PH,TW,0,0,0,WAEIM21
2021-10-30,2021-12-29,PH,TW,4,4,12,WACCU21
2021-10-30,2021-12-12,DH,TI,131,90,459,*
2021-10-30,2021-11-03,DH,TD,211,62,737,*
2021-10-30,2021-12-16,DH,TI,118,48,429,*
2021-10-30,2021-11-08,PH,TI,57,28,161,*
2021-10-30,2021-12-17,PH,TW,5,1,15,WGETA21
2021-10-30,2022-01-04,DH,TD,246,59,961,*
2021-10-30,2022-01-11,DH,TD,122,30,462,*
2021-10-30,2022-01-30,DH,TD,64,31,266,*
2021-10-30,2021-11-24,PH,TW,1,0,4,WSWST21
2021-10-30,2021-12-14,DH,TW,0,0,0,WACCU21
2021-10-30,2022-01-11,DH,TW,6,2,20,WGETA22
2021-10-30,2022-01-17,CH,GT,7,0,21,*
2021-10-30,2021-11-20,CH,TI,174,74,623,*
2021-10-30,2021-12-28,CH,TI,113,31,412,*
2021-10-30,2021-11-18,CH,CP,4,2,16,*
2021-10-30,2022-01-23,CH,GT,5,1,16,*
2021-10-30,2021-11-04,DH,TW,7,6,23,WDVC21
2021-10-30,2021-11-05,DH,CP,2,2,5,*
2021-10-30,2021-10-31,PH,GR,1,1,2,GDCJ21B
2021-10-30,2021-11-28,DH,CP,3,3,3,*
2021-10-30,2021-11-01,CH,TW,0,0,0,WFUNJ21
2021-10-30,2021-12-28,DH,TW,1,0,4,WMICK21
2021-10-30,2021-11-04,DH,RO,53,24,195,*
2021-10-30,2022-01-19,DH,RO,6,1,22,*
2021-10-30,2022-01-25,DH,TD,104,27,373,*
2021-10-30,2022-01-10,PH,TI,16,6,41,*
2021-10-30,2021-11-10,PH,TW,1,0,2,WSWST21
2021-10-30,2021-12-10,DH,TW,11,2,43,WGETA21
2021-10-30,2021-12-22,DH,TW,0,0,0,WUNVA21
2021-10-30,2022-01-05,CH,RO,70,11,241,*
2021-10-30,2021-12-25,CH,TI,77,19,284,*
2021-10-30,2021-11-13,CH,TD,283,39,964,*
2021-10-30,2022-01-20,CH,CP,2,2,5,*
2021-10-30,2022-01-24,CH,CP,2,1,5,*
2021-10-30,2021-11-18,CH,TW,1,1,5,WACCU21
2021-10-30,2022-01-01,DH,TW,0,0,0,WEXP21
2021-10-30,2021-12-07,DH,BA,0,0,0,HDCL21A
2021-10-30,2022-01-10,CH,DO,1,0,5,*
2021-10-30,2021-12-21,CH,TW,16,1,41,WEXP21
2021-10-30,2021-12-08,DH,TW,2,1,6,WSWST21
2021-10-30,2021-12-18,PH,TI,58,19,202,*
2021-10-30,2021-12-25,PH,TW,2,0,6,WWJET21
2021-10-30,2021-12-14,PH,GT,4,0,9,*
2021-10-30,2021-11-06,PH,RO,17,6,48,*
2021-10-30,2021-11-09,DH,TW,0,0,0,WINSG21
2021-10-30,2021-11-09,DH,TI,154,64,480,*
2021-10-30,2021-12-12,DH,GT,20,7,69,*
2021-10-30,2021-11-19,DH,TW,9,2,37,WGETA21
2021-10-30,2022-01-05,DH,TW,4,0,14,WINSG22
2021-10-30,2021-11-07,DH,BW,1,0,4,IDIK21D
2021-10-30,2021-12-08,DH,GR,7,2,18,GDIL21A
2021-10-30,2022-01-26,DH,GR,2,0,5,GCKA22A
2021-10-30,2022-01-19,DH,GR,2,2,7,GDGA22A
2021-10-30,2021-12-01,DH,CP,7,3,15,*
2021-10-30,2021-11-16,CH,GT,20,3,54,*
2021-10-30,2021-11-22,CH,DO,6,1,19,*
2021-10-30,2022-01-10,CH,CP,1,1,4,*
2021-10-30,2021-12-20,PH,TW,12,3,31,WEXP21
2021-10-30,2021-12-08,DH,TW,1,1,2,WINSG21
2021-10-30,2021-11-09,PH,TI,58,27,163,*
2021-10-30,2021-11-23,PH,TD,303,75,1108,*
2021-10-30,2021-12-26,PH,TW,3,1,11,WFUNJ21
2021-10-30,2021-11-17,PH,TW,6,0,17,WGETA21
2021-10-30,2021-11-27,PH,TW,3,1,14,WGETA21
2021-10-30,2021-11-11,DH,CP,6,6,24,*
2021-10-30,2021-11-22,DH,TW,6,6,15,WACCU21
2021-10-30,2022-01-23,DH,GR,6,6,11,GDAA22A
2021-10-30,2021-11-28,CH,TI,177,127,553,*
2021-10-30,2021-12-05,CH,TW,15,10,46,WGETA21
2021-10-30,2022-01-04,CH,CP,4,4,14,*
2021-10-30,2021-12-16,CH,TW,1,0,4,WWJET21
2021-10-30,2021-10-31,DH,TW,20,20,55,WDVC21
2021-10-30,2021-11-28,PH,TW,22,16,58,WDVC21
2021-10-30,2021-11-07,PH,BW,6,1,15,IDIK21Y
2021-10-30,2021-11-22,PH,TW,11,7,33,WEXP21
2021-10-30,2021-11-02,PH,TW,18,7,48,WEXP21
2021-10-30,2021-11-20,CH,BA,0,0,0,HCOK21A
2021-10-30,2021-11-06,DH,TW,1,0,4,WINSG21
2021-10-30,2022-01-09,DH,TW,1,1,3,WFUNJ22
2021-10-30,2021-11-25,DH,TD,453,80,1648,*
2021-10-30,2021-12-01,DH,TD,395,125,1344,*
2021-10-30,2021-12-28,DH,TD,667,132,2423,*
2021-10-30,2022-01-06,PH,TD,86,11,266,*
2021-10-30,2021-11-29,PH,GT,8,3,18,*
2021-10-30,2021-12-31,DH,TW,12,2,45,WGETA21
2021-10-30,2022-01-23,DH,TD,80,42,297,*
2021-10-30,2022-01-29,DH,TD,66,15,279,*
2021-10-30,2021-11-24,CH,GT,13,5,44,*
2021-10-30,2021-12-04,CH,RO,121,31,375,*
2021-10-30,2021-11-05,CH,RO,93,26,273,*
2021-10-30,2021-11-04,CH,TD,317,97,1094,*
2021-10-30,2021-11-23,CH,TD,462,128,1692,*
2021-10-30,2021-12-17,CH,TW,0,0,0,WACCU21
2021-10-30,2021-11-18,CH,TW,0,0,0,WDDMX21
2021-10-30,2021-11-05,CH,GT,8,2,21,*
2021-10-30,2021-12-26,DH,TW,27,9,91,WDVC21
2021-10-30,2021-11-10,CH,GR,18,1,50,GCJJ21A
2021-10-30,2021-11-08,DH,TW,11,6,26,WDVC21
2021-10-30,2021-12-21,PH,TW,29,4,97,WDVC21
